ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
43	0	YornoSo	camel	chameau	camel	chameau	animal/camel	animal/chameau	ɔ̀gɔ̀-yɔ̌:ⁿ	ɔ̀gɔ̀ yɔ̌:ⁿ								ɔ̀gɔ̀-yɔ̌:ⁿ	^ ɔ̀ g ɔ̀ y ɔ̌:ⁿ $	ɔ̀/ɔ ɡ ɔ̀/ɔ + j ɔ̌:ⁿ/ɔ̃ː	ɔ̀/ɔ ɡ ɔ̀/ɔ + j ɔ̌:ⁿ/ɔ̃ː	2006	3844 3847	1871	CAMEL	noun
44	0	BankanTey	cat	chat	cat	chat	animal/cat	animal/chat	nùmǎ-m\\nùmá	nùmǎ-m	nùmá							nùmǎ-m	^ n ù m ǎ m $	n ù/u m ǎ/a + m	n ù/u m ǎ/a + m	2148	4159 4160	1208	CAT	noun
45	0	BenTey	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿɛ̌-m\\nì-nìwⁿɛ́	nì-nìwⁿɛ̌-m	nì-nìwⁿɛ́							nì-nìwⁿɛ̌-m	^ n ì n ì wⁿ ɛ̌ m $	n ì/i + n ì/i w̃ ɛ̌/ɛ + m	n ì/i + n ì/i - - w̃ ɛ̌/ɛ + m	2149	4161 4162 4160	1208	CAT	noun
46	0	Bunoge	cat	chat	cat	chat	animal/cat	animal/chat	ɲá:lì	ɲá:lì								ɲá:lì	^ ɲ á: l ì $	ɲ/ɲ á:/aː l ì/i	ɲ/ɲ á:/aː l ì/i	2150	4163	1208	CAT	noun
47	0	DogulDomBendiely	cat	chat	cat	chat	animal/cat	animal/chat	gáàŋ	gáàŋ								gáàŋ	^ g áà ŋ $	ɡ â:/aː ŋ	ɡ â:/aː ŋ -	2156	4164	1208	CAT	noun
48	0	DogulDomKundialang	cat	chat	cat	chat	animal/cat	animal/chat	gâ:ŋ (gâ:ŋ yà:)	gâ:ŋ 	gâ:ŋ yà:							gâ:ŋ_	^ g â: ŋ _$	ɡ â:/aː ŋ	ɡ â:/aː ŋ -	2156	4164	1208	CAT	noun
49	0	DonnoSo	cat	chat	cat	chat	animal/cat	animal/chat	gámmà	gámmà								gámmà	^ g á m m à $	ɡ á/a m m à/a	ɡ á/a m m à/a	2156	4165	1208	CAT	noun
50	0	JamsayGourou	cat	chat	cat	chat	animal/cat	animal/chat	nìnìwⁿé	nì nì-wⁿé								nìnìwⁿé	^ n ì n ì wⁿ é $	n ì/i n ì/i w̃ é/e	n ì/i n ì/i w̃ é/e	2149	4162	1208	CAT	noun
51	0	JamsayDouentza	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿé	nì nì-wⁿé							This is reduplication of the initial consonant + /i/, cf. heath 2008, 4.1.5	nì-nìwⁿé	^ n ì n ì wⁿ é $	n ì/i + n ì/i w̃ é/e	n ì/i + n ì/i - - w̃ é/e	2149	4161 4162	1208	CAT	noun
52	0	Mombo	cat	chat	cat	chat	animal/cat	animal/chat	gà:wⁿě	gà:-wⁿě								gà:wⁿě	^ g à: wⁿ ě $	ɡ à:/aː w̃ ě/e	ɡ à:/aː w̃ ě/e	2156	4166	1208	CAT	noun
53	0	BonduSoNajamba	cat	chat	cat	chat	animal/cat	animal/chat	gáŋà\\gáŋà-mbò	gáŋà	gáŋà-mbò							gáŋà	^ g á ŋ à $	ɡ á/a ŋ à/a	ɡ á/a ŋ à/a	2156	4164	1208	CAT	noun
53	1	BonduSoBonduSoKindige	cat	chat					gáŋà\\gáŋà-mbò	gáŋà	gáŋà-mbò													1208	CAT	noun
54	0	Nanga	cat	chat	cat	chat	animal/cat	animal/chat	dòndíyê	dòndíyê								dòndíyê	^ d ò nd í y ê $	d ò/o ⁿd í/i j ê/e	d ò/o ⁿd í/i j ê/e	2158	4167	1208	CAT	noun
55	0	Penange	cat	chat	cat	chat	animal/cat	animal/chat	gà:ⁿ	gà:ⁿ								gà:ⁿ	^ g à:ⁿ $	ɡ à:ⁿ/ãː	ɡ à:ⁿ/ãː - -	2156	4164	1208	CAT	noun
56	0	PergeTegu	cat	chat	cat	chat	animal/cat	animal/chat	nì-nìwⁿé	nì nì-wⁿé								nì-nìwⁿé	^ n ì n ì wⁿ é $	n ì/i + n ì/i w̃ é/e	n ì/i + n ì/i - - w̃ é/e	2149	4161 4162	1208	CAT	noun
57	0	TebulUre	cat	chat	cat	chat	animal/cat	animal/chat	bàlmá\\bàlmà-mbɔ́	bàlmá	bàlmà-mbɔ́							bàlmá	^ b à l m á $	b à/a l m á/a	b à/a l m á/a	2161	4168	1208	CAT	noun
58	0	Tiranige	cat	chat	cat	chat	animal/cat	animal/chat	gà:nà	gà:nà								gà:nà	^ g à: n à $	ɡ à:/aː n à/a	ɡ à:/aː n à/a	2156	4164	1208	CAT	noun
59	0	TogoKan	cat	chat	cat	chat	animal/cat	animal/chat	dònó	dònó								dònó	^ d ò n ó $	d ò/o n ó/o	d ò/o n ó/o	2158	4169	1208	CAT	noun
60	0	TommoSoTongoTongo	cat	chat	cat	chat	animal/cat	animal/chat	gámmá	gá-m-má	gámmá=mbe						The final -ma may be an affix; la racin ga semble apparenté au Gur, ex.  Kóāma gali 'chat'	gámmá	^ g á m m á $	ɡ á/a m m á/a	ɡ á/a m m á/a	2156	4165	1208	CAT	noun
61	0	TomoKanDiangassagou	cat	chat	cat	chat	animal/cat	animal/chat	dòndò	dòndò								dòndò	^ d ò nd ò $	d ò/o ⁿd ò/o	d ò/o ⁿd ò/o	2158	4169	1208	CAT	noun
62	0	TomoKanSegue	cat	chat	cat	chat	animal/cat	animal/chat	dóndó	dóndó								dóndó	^ d ó nd ó $	d ó/o ⁿd ó/o	d ó/o ⁿd ó/o	2158	4169	1208	CAT	noun
63	0	ToroTegu	cat	chat	cat	chat	animal/cat	animal/chat	nìwⁿá	nìwⁿá								nìwⁿá	^ n ì wⁿ á $	n ì/i w̃ á/a	n ì/i - - w̃ á/a	2149	4162	1208	CAT	noun
64	0	YandaDom	cat	chat	cat	chat	animal/cat	animal/chat	gà:ⁿ\\-mù	gà:ⁿ	gà:ⁿ-mù							gà:ⁿ	^ g à:ⁿ $	ɡ à:ⁿ/ãː	ɡ à:ⁿ/ãː - -	2156	4164	1208	CAT	noun
65	0	YornoSo	cat	chat	cat	chat	animal/cat	animal/chat	gámà	gámà								gámà	^ g á m à $	ɡ á/a m à/a	ɡ á/a - m à/a	2156	4165	1208	CAT	noun
66	0	BankanTey	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:-yî-m\\nà:-yî:	nà: yî-m	nà: yî:							nà:-yî-m	^ n à: y î m $	n à:/aː + j î/i + m	n à:/aː - - + j - î/i + m	1954	3742 3743 3744	1989	CALF	noun
67	0	BenTey	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: yǐ-m	nà: yǐ-m	nà: yǐ							nà:_yǐ-m	^ n à: _ y ǐ m $	n à:/aː + j ǐ/i + m	n à:/aː - - + j - ǐ/i + m	1954	3742 3743 3744	1989	CALF	noun
68	0	Bunoge	calf	veau	calf	veau	animal/cattle	animal/bovin	ná:-bè	ná: bè	ná: bé:=gè						bè (bê:) means 'child'  The final is L-toned even after an /L/-melody initial. Several combinations (e.g. ‘heart’, ‘tongue’) are highly lexicalized. Semantically transparent ones like ná:-bè ‘calf’ (“cow-child”) are sometimes treated as productive compounds of bé (hence plural -bé:-gè instead of -bè-gè). A nasal linker (-m-bè) is found in at least one case; arguably it is really a prenasalized form of -bè	ná:-bè	^ n á: b è $	n á:/aː + b è/e	n á:/aː - - + b è/e	1956	3742 3745	1989	CALF	noun
69	0	DogulDomBendiely	calf	veau	calf	veau	animal/cattle	animal/bovin	nààgù égù	nàà-gù é-gù	nàà-gù é-gù=yà						gù here is a vestigial noun-class suffix; The original suffixal vowel usually harmonizes with a preceding +ATR vowel, but -gu is the default.   Not certain if we want to parse both -ge as I have done here.	nààgù_égù	^ n àà g ù _ é g ù $	n àà/aː ɡ ù/u + é/e ɡ ù/u	n àà/aː ɡ ù/u + é/e ɡ ù/u	1957	3742 3746	1989	CALF	noun
70	0	DonnoSo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-î:	nàŋà î:	nàŋà î:=mbe							nàŋà-î:	^ n à ŋ à î: $	n à/a ŋ à/a + î:/iː	n à/a ŋ à/a + î:/iː	1958	3742 3747	1989	CALF	noun
71	0	JamsayDouentza	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-î:ⁿ	nàŋ î:ⁿ	nàŋ î:ⁿ-um						-î:ⁿ is perhaps still the noun child, since it bears the -n which is only found in human singulars in Jamsay. 	nàŋ-î:ⁿ	^ n à ŋ î:ⁿ $	n à/a ŋ + î:ⁿ/ĩː	n à/a ŋ - + î:ⁿ/ĩː	1958	3742 3747	1989	CALF	noun
72	0	Mombo	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: wé:	nà: wé:								nà:_wé:	^ n à: _ w é: $	n à:/aː + w é:/eː	n à:/aː - - + w é:/eː	1956	3742 3748	1989	CALF	noun
73	0	BonduSoNajamba	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:mbî:\\nà:mbû:	nà:-mbî:	nà:-mbû:							nà:mbî:	^ n à: mb î: $	n à:/aː ⁿb î:/iː	n à:/aː ⁿb î:/iː	1961	3742	1989	CALF	noun
74	0	Nanga	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà yî:	nàŋà yî:	nàŋà yì-tɛ̀gɛ̂ 						The plural ‘children’ is yì-tɛ̀gɛ̂, a somewhat frozen and semantically specialized combination with tɛ̀gɛ̂ ‘small’ (whose more common synonym is ɛ̀wrɛ.  yì-tɛ̀gɛ̂ seems to be accepted in compounds, but the usual plural elsewhere would be -bû:	nàŋà_yî:	^ n à ŋ à _ y î: $	n à/a ŋ à/a + j î:/iː	n à/a ŋ à/a + j - î:/iː	1958	3742 3743	1989	CALF	noun
75	0	Penange	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: wê:	nà: wê:	nà: wê:=gé						cow is singular nà:, plural nà-gè (Heath p. 65), but these forms are absent from data base	nà:_wê:	^ n à: _ w ê: $	n à:/aː + w ê:/eː	n à:/aː - - + w ê:/eː	1956	3742 3748	1989	CALF	noun
76	0	PergeTegu	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-î:ⁿ	nàŋ î:ⁿ								nàŋ-î:ⁿ	^ n à ŋ î:ⁿ $	n à/a ŋ + î:ⁿ/ĩː	n à/a ŋ - + î:ⁿ/ĩː	1958	3742 3747	1989	CALF	noun
77	0	TebulUre	calf	veau	calf	veau	animal/cattle	animal/bovin	nà: ɛ̀dɛ́	nà: ɛ̀dɛ́	nà: ùlé:							nà:_ɛ̀dɛ́	^ n à: _ ɛ̀ d ɛ́ $	n à:/aː + ɛ̀/ɛ d ɛ́/ɛ	n à:/aː - - + ɛ̀/ɛ d ɛ́/ɛ	1965	3742 3749	1989	CALF	noun
78	0	TogoKan	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋ-í:ⁿ	nàŋ í:ⁿ	nàŋ í:ⁿ=bè							nàŋ-í:ⁿ	^ n à ŋ í:ⁿ $	n à/a ŋ + í:ⁿ/ĩː	n à/a ŋ - + í:ⁿ/ĩː	1958	3742 3747	1989	CALF	noun
79	0	TommoSoTongoTongo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàà íí, ɔ̀líí nàà	nàà í-í	nàà ú-l-ûm						"suppletive form of child" (McPherson 2013, p. 155) ; small is probably parsable cf. child	nàà_íí	^ n àà _ íí $	n àà/aː + íí/iː	n àà/aː - - + íí/iː	1958	3742 3747	1989	CALF	noun
79	1	TommoSoTongoTongo	calf	veau	calf	veau	animal/cattle	animal/bovin	nàà íí, ɔ̀líí nàà	ɔ̀lí-í nàà	ɔ̀lúlûm nàà=mbe						ɔ̀líí is an adjective meaning 'newborn' or 'young and small' (McPherson 2013, p. 161) writes "ɔ̀lì-ý is an adjective meaning ‘newborn’ or ‘young and small’, but here it is functioning as the possessor of ‘cow’; rather than a usual adjectival construction *nàà ɔ̀lì-ý, we get ɔ̀lì-ý nààL. It is probable that ɔ̀lì-ý in this case is a headless N+Adj phrase. In no other instance have I found ɔ̀lì-ý acting nominally or an adjective acting as a possessor."  My plural reconstruction is speculative based on the supplative child/diminutif morpheme and the use of "generic plural clitic' mbe	nàà_íí	^ n àà _ íí $	n àà/aː + íí/iː	n àà/aː - - + íí/iː			1989	CALF	noun
80	0	TomoKanDiangassagou	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-dòmbè	nàŋà dòmbè	nàŋà dòmbè=wé						Is the -mbe in the singular a morphoplogical marker ?	nàŋà-dòmbè	^ n à ŋ à d ò mb è $	n à/a ŋ à/a + d ò/o ⁿb è/e	n à/a ŋ à/a + d ò/o ⁿb è/e	1968	3742 3750	1989	CALF	noun
81	0	TomoKanSegue	calf	veau	calf	veau	animal/cattle	animal/bovin	nàʔⁿà-dòmbéⁿ	nàʔⁿà dòmbéⁿ	nàʔⁿà dòmbéⁿ=wé							nàʔⁿà-dòmbéⁿ	^ n à ʔⁿ à d ò mb éⁿ $	n à/a ʔ à/a + d ò/o ⁿb éⁿ/ẽ	n à/a ʔ à/a + d ò/o ⁿb éⁿ/ẽ	1968	3742 3750	1989	CALF	noun
82	0	ToroTegu	calf	veau	calf	veau	animal/cattle	animal/bovin	nàŋà-[ìrⁿ-í:]	nàŋà-ìrⁿ-í:	nàŋà ìm-í:						This form is interesting, because child alone is singular  ì-rⁿú, plural  ì-mú; however here a further deminutive has been made of child, 'little child', singular  ì-rⁿ-í:, plural ì-m-í:. I've reconstructed the plural using the diminutive of child in the plural.	nàŋà-	^ n à ŋ à $	n à/a ŋ à/a	n à/a ŋ à/a	1958	3742	1989	CALF	noun
83	0	YandaDom	calf	veau	calf	veau	animal/cattle	animal/bovin	nǎ-yyè\\-mù	nǎ yyè	na yye-mù						verify tones  Definite markers, especially animate plural wò, may alternatively cliticize to the last occurrence of animate plural suffix -mù in the preceding NP. This may involve jumping over a numeral; see §6.5.3.	nǎ-yyè	^ n ǎ y y è $	n ǎ/a + j j è/e	n ǎ/a - - + j j è/e	1954	3742 3743	1989	CALF	noun
84	0	YornoSo	calf	veau	calf	veau	animal/cattle	animal/bovin	nà:-î:	nà: î:	nà: úrⁿù-m						Diminutive -ý is undoubtedly related to î: ‘child’. There are also several compounds ending in -î: , which is much more transparently a nominal compound final than the suffix-like -ý. Again the compound initial is tone-dropped. In a few cases both -ý and -î: are attested as variants. For animates (98a-b) the plural replaces î: by úrⁿù-m ‘children’. 	nà:-î:	^ n à: î: $	n à:/aː + î:/iː	n à:/aː - - + î:/iː	1958	3742 3747	1989	CALF	noun
85	0	BenTey	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yǎ-m	nà: yǎ-m	nà: yǎ							nà:_yǎ-m	^ n à: _ y ǎ m $	n à:/aː + j ǎ/a + m	n à:/aː + j ǎ/a + m	2717	5202 5203 5204	1007	COW	noun
86	0	JamsayDouentza	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà-ná:	nàŋà ná:	nàŋà ná:=bé						Heath, p.48 "Within compounds, there is no spreading of nasalization from the initial to the final. Thus na$Na$-ya&˘ ‘cow’ (“bovine-female”) has unnasalized y. It likewise fails to apply across word-boundaries, even within tightly-knit phrases such as [noun + adjective], e.g. na$Na$ wa$l-gu@ ‘lazy cow’"  nàŋà ná: bé 'cow woman plural'  In these nàŋà forms, is the -ŋá a lexicalised morpheme ? ga, ge, etc ? 	nàŋà-ná:	^ n à ŋ à n á: $	n à/a ŋ à/a + n á:/aː	n à/a ŋ à/a + n á:/aː	2718	5205 5202	1007	COW	noun
87	0	Mombo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	ná: yɔ̀:	ná: yɔ̀:	ná: yɔ̀:=bè						female cow'	ná:_yɔ̀:	^ n á: _ y ɔ̀: $	n á:/aː + j ɔ̀:/ɔː	n á:/aː + j ɔ̀:/ɔː	2717	5202 5203	1007	COW	noun
88	0	BonduSoNajamba	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nɛ̀: yɛ̌:\\nàwò: yàwó:	nɛ̀: yɛ̌:	nàwò: yàwó:						What is the wò bit ? Is it -mu ? is it something else ?\\female cow'	nɛ̀:_yɛ̌:	^ n ɛ̀: _ y ɛ̌: $	n ɛ̀:/ɛː + j ɛ̌:/ɛː	n ɛ̀:/ɛː + j ɛ̌:/ɛː	2717	5202 5203	1007	COW	noun
88	1	BonduSoKindige	cow (female)	vache					nɛ̀: yɛ̌:\\nàwò: yàwó:	nɛ̀ɛ́	náwɔ́ɔ̀						cow'							1007	COW	noun
89	0	Nanga	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà yǎ:	nàŋà yǎ:	nàŋà yǎ:						Nanga has no singular/plural distinction, nor a human/nonhuman or animate/inanimate distinction, within nominal or (modifying) adjectival morphology. Nanga determiners distinguish animate singular, animate plural, inanimate singular, and inanimate plural, and are therefore the primary vehicle for expressing these categories.  Heath p. 50  In these cases, except ‘woman’, animate singular -ŋ is paired with plural (usually but not always animate) suffix -yè. \\female cow  The word for woman/female seems to be unspecified for number: "as an unmodified simple noun (e.g. indefinite), the singular is yǎ-ŋ, as in yǎ-ŋ gǒ-ɛ̀rɛ̀-Æ ‘a woman went out’. This is the only regular noun stem that preserves animate singular -ŋ"  The female marker that Jeff has here is not used in his grammar where nàŋà alone expresses 'cow'.	nàŋà_yǎ:	^ n à ŋ à _ y ǎ: $	n à/a ŋ à/a + j ǎ:/aː	n à/a ŋ à/a + j ǎ:/aː	2718	5205 5203	1007	COW	noun
90	0	TogoKan	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà ná:	nàŋà ná:	nàŋà ná:=bè							nàŋà_ná:	^ n à ŋ à _ n á: $	n à/a ŋ à/a + n á:/aː	n à/a ŋ à/a + n á:/aː	2718	5205 5202	1007	COW	noun
91	0	TommoSoTongoTongo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàà yàá	nàà yàá	nàà yàá=mbè						The absence of the TommoSo human singular marker -ná on the singular suggests that in this lanugage, despite 'woman' and 'man' being semantically ́[+human] they no longer act so morphologically when used in non-human compounds. Presumably one just adds the =bè clitic	nàà_yàá	^ n àà _ y àá $	n àà/aː + j ǎ:/aː	n àà/aː + j ǎ:/aː	2717	5202 5203	1007	COW	noun
92	0	ToroTegu	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nàŋà-yá	nàŋà-yá	nàŋà-yá=mă						Note Heath gives nàŋá for a undefined cow. However in non-human nouns it is unclear if the plural is the generic clitic =m or whether yá > yⁿà-mú	nàŋà-yá	^ n à ŋ à y á $	n à/a ŋ à/a + j á/a	n à/a ŋ à/a + j á/a	2718	5205 5203	1007	COW	noun
93	0	YandaDom	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yɛ̀\\-mù	nà: yɛ̀	nà: yɛ̀-mù						Heath data set shows low tone mù (see original) however his examples in 4.1, p. 94 suggest it should be a plural. to be determines. Heath p. 94 indicates that  "Animate nouns have an unmarked singular and take a plural suffix -mù".	nà:_yɛ̀	^ n à: _ y ɛ̀ $	n à:/aː + j ɛ̀/ɛ	n à:/aː + j ɛ̀/ɛ	2717	5202 5203	1007	COW	noun
94	0	YornoSo	cow (female)	vache	cow	vache	animal/cattle	animal/bovin	nà: yǎ:	nà: yǎ:	nà: yǎ:=be						For non humans, plural can be marked with the definite plural -gɛ̀ or with the free plural =bè	nà:_yǎ:	^ n à: _ y ǎ: $	n à:/aː + j ǎ:/aː	n à:/aː + j ǎ:/aː	2717	5202 5203	1007	COW	noun
95	0	BenTey	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: árⁿà-m	nà: árⁿà-m	nà: árⁿà							nà:_árⁿà-m	^ n à: _ á rⁿ à m $	n à:/aː + á/a r̃ à/a + m	n à:/aː + - á/a r̃ à/a + m	1832	3539 3540 3541	1008	BULL	noun
96	0	DogulDomBendiely	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nààgù ánà	nààgù ánà	ààgù ánà=yà							nààgù_ánà	^ n àà g ù _ á n à $	n àà/aː ɡ ù/u + á/a n à/a	n àà/aː ɡ ù/u + - á/a n à/a	1832	3542 3543	1008	BULL	noun
97	0	DonnoSo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àná	nàŋà àná	nàŋà àná=mbe							nàŋà_àná	^ n à ŋ à _ à n á $	n à/a ŋ à/a + à/a n á/a	n à/a ŋ à/a + - à/a n á/a	1832	3543 3540	1008	BULL	noun
98	0	JamsayDouentza	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àrⁿá	nàŋà àrⁿá	nàŋà àrⁿ-um							nàŋà_àrⁿá	^ n à ŋ à _ à rⁿ á $	n à/a ŋ à/a + à/a r̃ á/a	n à/a ŋ à/a + - à/a r̃ á/a	1832	3543 3540	1008	BULL	noun
99	0	Mombo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: wálá	nà: wálá								nà:_wálá	^ n à: _ w á l á $	n à:/aː + w á/a l á/a	n à:/aː + w á/a l á/a	1835	3539 3540	1008	BULL	noun
100	0	BonduSoNajamba	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nɛ̀: ánè\\nàwò: ánà:	nɛ̀: ánè	nàwò: ánà:							nɛ̀:_ánè	^ n ɛ̀: _ á n è $	n ɛ̀:/ɛː + á/a n è/e	n ɛ̀:/ɛː + - á/a n è/e	1832	3539 3543	1008	BULL	noun
101	0	Nanga	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà árⁿâ	nàŋà árⁿâ	nàŋà árⁿá						Heath p. 83 árⁿâ ‘man’ (Sg=Pl) is phonologically regular when denoting a human, but note the tone difference versus adjective àrⁿá ‘male’.	nàŋà_árⁿâ	^ n à ŋ à _ á rⁿ â $	n à/a ŋ à/a + á/a r̃ â/a	n à/a ŋ à/a + - á/a r̃ â/a	1832	3543 3540	1008	BULL	noun
102	0	TebulUre	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: árⁿá	nà: árⁿá	nà: árⁿá-mbɔ						cow male-plural	nà:_árⁿá	^ n à: _ á rⁿ á $	n à:/aː + á/a r̃ á/a	n à:/aː + - á/a r̃ á/a	1832	3539 3540	1008	BULL	noun
103	0	TogoKan	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà àrⁿá	nàŋà àrⁿá	nàŋà àrⁿá=bè							nàŋà_àrⁿá	^ n à ŋ à _ à rⁿ á $	n à/a ŋ à/a + à/a r̃ á/a	n à/a ŋ à/a + - à/a r̃ á/a	1832	3543 3540	1008	BULL	noun
104	0	TommoSoTongoTongo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàà àná	nàà àná	nàà àná=mbè						"Noun stems àná ‘man’ and yàá ‘woman’ take on the adjectival meaning of ‘male’ and ‘female’ when used compound-finally without their human morphology. They retain their lexical tone, and the initial noun is tone lowered." (McPherson 2013, p. 156)	nàà_àná	^ n àà _ à n á $	n àà/aː + à/a n á/a	n àà/aː + - à/a n á/a	1832	3539 3543	1008	BULL	noun
105	0	TomoKanSegue	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàʔⁿà-jùŋgú	nàʔⁿà jùŋgú	nàʔⁿà dwèmbèⁿ=wé						The Plural is taken from Dyachkov p. 68 and the word for male seems to be suppletive or a synonym. The ana morpheme we find elswhere in Dogon seems to appear as àlá as in kúgó-àla 'male-hen' or 'rooster'. Dyachkov p. 129 gives expected nàʔⁿà-álá as 'beef' ; is this synonymous of 'bull'?	nàʔⁿà-jùŋgú	^ n à ʔⁿ à j ù ŋ g ú $	n à/a ʔ à/a + dʒ ù/u ŋ ɡ ú/u	n à/a ʔ à/a + dʒ ù/u ŋ ɡ ú/u	1841	3543 3544	1008	BULL	noun
106	0	ToroTegu	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nàŋà-àrá	nàŋà àrá	nàŋà àrá=mă						In non-human nouns it is unclear if the plural is the generic clitic =m or whether àrá >  àrǎ-m	nàŋà-àrá	^ n à ŋ àà r á $	n à/a ŋ à/a + à/a r á/a	n à/a ŋ à/a + - à/a r á/a	1832	3543 3540	1008	BULL	noun
107	0	YornoSo	bull	taureau	bull	taureau	animal/cattle	animal/bovin	nà: àrⁿá	nà: àrⁿá	nà: àrⁿá=be						For non humans, plural can be marked with the definite plural -gɛ̀ or with the free plural =bè	nà:_àrⁿá	^ n à: _ à rⁿ á $	n à:/aː + à/a r̃ á/a	n à:/aː + - à/a r̃ á/a	1832	3539 3540	1008	BULL	noun
108	0	Ampari	dog	chien	dog	chien	animal/dog	animal/chien	ìjɛ́ (ìjɛ́ gè)	ìjɛ́ 	ìjɛ́ gè							ìjɛ́_	^ ì j ɛ́ _$	ì/i dʒ ɛ́/ɛ	- ì/i dʒ ɛ́/ɛ	3093	5958	2009	DOG	noun
109	0	BankanTey	dog	chien	dog	chien	animal/dog	animal/chien	ǹjèrû-m\\ǹjèrú	ǹjèrû-m	ǹjèrú							ǹjèrû-m	^ ǹ j è r û m $	ǹ/n dʒ è/e r û/u + m	ǹ/n dʒ è/e r û/u + m	3091	5959 5960	2009	DOG	noun
110	0	BenTey	dog	chien	dog	chien	animal/dog	animal/chien	ìnjɛ̌-m\\ìnjɛ́	ìnjɛ̌-m	ìnjɛ́							ìnjɛ̌-m	^ ì nj ɛ̌ m $	ì/i ⁿdʒ ɛ̌/ɛ + m	- ì/i ⁿdʒ ɛ̌/ɛ + m	3093	5958 5960	2009	DOG	noun
111	0	Bunoge	dog	chien	dog	chien	animal/dog	animal/chien	ʔínjɛ̀	ʔínjɛ̀								ʔínjɛ̀	^ ʔ í nj ɛ̀ $	ʔ í/i ⁿdʒ ɛ̀/ɛ	ʔ í/i ⁿdʒ ɛ̀/ɛ	3093	5958	2009	DOG	noun
112	0	DogulDomBendiely	dog	chien	dog	chien	animal/dog	animal/chien	úŋɔ̀	úŋɔ̀								úŋɔ̀	^ ú ŋ ɔ̀ $	ú/u ŋ ɔ̀/ɔ	ú/u ŋ ɔ̀/ɔ	3094	5961	2009	DOG	noun
113	0	DogulDomKundialang	dog	chien	dog	chien	animal/dog	animal/chien	ùŋɔ́-ŋ́ (pl ùŋɔ́ⁿ yà:)	ùŋɔ́-ŋ́ 	ùŋɔ́ⁿ yà:							ùŋɔ́-ŋ́_	^ ù ŋ ɔ́ ŋ́ _$	ù/u ŋ ɔ́/ɔ + ŋ́/ŋ	ù/u ŋ ɔ́/ɔ + ŋ́/ŋ	3094	5961 5962	2009	DOG	noun
114	0	DonnoSo	dog	chien	dog	chien	animal/dog	animal/chien	ìdú	ìdú								ìdú	^ ì d ú $	ì/i d ú/u	- ì/i d ú/u	3093	5958	2009	DOG	noun
115	0	JamsayGourou	dog	chien	dog	chien	animal/dog	animal/chien	ìzú	ìzú								ìzú	^ ì z ú $	ì/i z ú/u	- ì/i z ú/u	3097	5958	2009	DOG	noun
116	0	JamsayDouentza	dog	chien	dog	chien	animal/dog	animal/chien	ìjú	ìjú								ìjú	^ ì j ú $	ì/i dʒ ú/u	- ì/i dʒ ú/u	3093	5958	2009	DOG	noun
117	0	JamsayMondoro	dog	chien	dog	chien	animal/dog	animal/chien	ìjú	ìjú								ìjú	^ ì j ú $	ì/i dʒ ú/u	- ì/i dʒ ú/u	3093	5958	2009	DOG	noun
