ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
15342	JamsayMondoro	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋ+ó+kún+ó	t ó ŋ + ó + k ú n + ó	171	t ó ŋ + ó + k ú n + ó
15343	Mombo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋg+ám+ì	t á ŋ g + á m + ì	176	t á ŋ g + á m + ì
15344	BonduSoNajamba	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	símb+ír+ɛ́gǎn	s í m b + í r + ɛ́ g ǎ n	173	s í m b + í r + ɛ́ g ǎ n
15345	Nanga	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùs+ó	b ù s + ó	172	b ù s + ó - - - - - - -
15346	PergeTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	sús+ú+ró	s ú s + ú + r ó	178	s ú s + ú + r ó
15347	PergeTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùs+ó	b ù s + ó	172	b ù s + ó - - - - - - -
15348	TogoKan	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùj+ó	b ù j + ó	172	b ù j + ó - - - - - - -
15349	TommoSoTongoTongo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	táŋ+ú+nd+á	t á ŋ + ú + n d + á	180	t á ŋ + ú + n d + á
15350	ToroTegu	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	tóŋg+úr+ó	t ó ŋ g + ú r + ó	181	t ó ŋ g + ú r + ó
15351	YandaDom	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùz+ó+kúnd+ó	b ù z + ó + k ú n d + ó	172	b ù z + ó + k ú n d + ó
15352	YornoSo	(e.g. child) pour (water, from a heavy bucket carried on his head, directly into a jar)	bùj+ó	b ù j + ó	172	b ù j + ó - - - - - - -
13732	BankanTey	(e.g. fallen tree) impede, block the passage of (sb)	pál+à+káŋ	p á l + à + k á ŋ	182	p á l + à + k á ŋ
13733	BenTey	(e.g. fallen tree) impede, block the passage of (sb)	pál+ɛ́	p á l + ɛ́	182	p á l + ɛ́ - - - -
13734	BenTey	(e.g. fallen tree) impede, block the passage of (sb)	fál+ɛ́	f á l + ɛ́	182	f á l + ɛ́ - - - -
13735	DonnoSo	(e.g. fallen tree) impede, block the passage of (sb)	páŋɛ̀+ɛ̀	p á ŋ ɛ̀ + ɛ̀	185	p á ŋ ɛ̀ + ɛ̀
13736	JamsayDouentza	(e.g. fallen tree) impede, block the passage of (sb)	pál+á	p á l + á	182	p á l + á - - - -
13737	Mombo	(e.g. fallen tree) impede, block the passage of (sb)	pár+ì+kán+í	p á r + ì + k á n + í	187	p á r + ì + k á n + í
13738	BonduSoNajamba	(e.g. fallen tree) impede, block the passage of (sb)	pál+ɛ́	p á l + ɛ́	182	p á l + ɛ́ - - - -
13739	BonduSoNajamba	(e.g. fallen tree) impede, block the passage of (sb)	fál+ɛ́	f á l + ɛ́	182	f á l + ɛ́ - - - -
13740	BonduSoNajamba	(e.g. fallen tree) impede, block the passage of (sb)	tínd+í	t í n d + í	191	t í n d + í - -
13741	Nanga	(e.g. fallen tree) impede, block the passage of (sb)	kál+é	k á l + é	182	k á l + é - - - -
13742	Nanga	(e.g. fallen tree) impede, block the passage of (sb)	pál+ɛ́	p á l + ɛ́	182	p á l + ɛ́ - - - -
13743	PergeTegu	(e.g. fallen tree) impede, block the passage of (sb)	pál+ɛ́	p á l + ɛ́	182	p á l + ɛ́ - - - -
13744	TogoKan	(e.g. fallen tree) impede, block the passage of (sb)	dùŋ+ó	d ù ŋ + ó	190	d ù ŋ + ó
13745	TommoSoTongoTongo	(e.g. fallen tree) impede, block the passage of (sb)	tínd+íy+é	t í n d + íy + é	191	t í n d + íy + é
13746	ToroTegu	(e.g. fallen tree) impede, block the passage of (sb)	kárⁿ+á	k á rⁿ + á	192	k á rⁿ + á
13747	YandaDom	(e.g. fallen tree) impede, block the passage of (sb)	íb+é	í b + é	193	í b + é
13748	YornoSo	(e.g. fallen tree) impede, block the passage of (sb)	tí+íⁿ	t í + íⁿ	194	t í + íⁿ
9332	BankanTey	(e.g. host) act as guide for (a visitor)	dàb+í	d à b + í	195	d à b + í
9333	BenTey	(e.g. host) act as guide for (a visitor)	dìm+dí	d ì m + d í	196	d ì m + - - d í
9334	DogulDomBendiely	(e.g. host) act as guide for (a visitor)	pɔ̀l+ɛ́	p ɔ̀ l + ɛ́	198	p ɔ̀ l + ɛ́
9335	JamsayDouentza	(e.g. host) act as guide for (a visitor)	dìm+né	d ì m + n é	196	d ì m + - - n é
9336	JamsayDouentza	(e.g. host) act as guide for (a visitor)	dìm+nɛ́	d ì m + n ɛ́	196	d ì m + - - n ɛ́
9337	BonduSoNajamba	(e.g. host) act as guide for (a visitor)	tɛ́r+í+yɛ́	t ɛ́ r + í + yɛ́	197	t ɛ́ r + í + yɛ́ -
9338	Nanga	(e.g. host) act as guide for (a visitor)	tér+í+yé	t é r + í + y é	197	t é r + í + y é
9339	PergeTegu	(e.g. host) act as guide for (a visitor)	dìm+dɛ́	d ì m + d ɛ́	196	d ì m + - - d ɛ́
9340	TommoSoTongoTongo	(e.g. host) act as guide for (a visitor)	téér+í+yé	t éé r + í + y é	197	t éé r + í + y é
9341	ToroTegu	(e.g. host) act as guide for (a visitor)	bàr+á	b à r + á	198	b à r + á
9342	YornoSo	(e.g. host) act as guide for (a visitor)	dìm+ɛ́+rɛ́	d ì m + ɛ́ + r ɛ́	196	d ì m + ɛ́ + r ɛ́
16850	BankanTey	(e.g. metallic surface) shine, be shiny	tál+í	t á l + í	199	t á l + í
16851	BenTey	(e.g. metallic surface) shine, be shiny	cɛ́rⁿíyⁿ+í	c ɛ́ rⁿ íyⁿ + í	200	c ɛ́ rⁿ íyⁿ + í
16852	BenTey	(e.g. metallic surface) shine, be shiny	kɛ́rⁿíyⁿ+í	k ɛ́ rⁿ íyⁿ + í	200	k ɛ́ rⁿ íyⁿ + í
16853	DonnoSo	(e.g. metallic surface) shine, be shiny	dèl+é	d è l + é	199	d è l + é
16854	JamsayGourou	(e.g. metallic surface) shine, be shiny	dòòr+ó	d òò r + ó	204	d òò - r + ó
16855	JamsayDouentza	(e.g. metallic surface) shine, be shiny	áárⁿ+á	áá rⁿ + á	203	áá rⁿ + á
16856	JamsayDouentza	(e.g. metallic surface) shine, be shiny	dòòr+ó	d òò r + ó	204	d òò - r + ó
16857	JamsayDouentza	(e.g. metallic surface) shine, be shiny	káŋ+á+rⁿ+á	k á ŋ + á + rⁿ + á	215	k á ŋ + á + rⁿ + á
16858	Mombo	(e.g. metallic surface) shine, be shiny	táy+é+rè	t áy + é + r è	205	t áy + é + r è
16859	BonduSoNajamba	(e.g. metallic surface) shine, be shiny	jáár+í+yɛ́	j áá r + í + yɛ́	201	j áá r + í + yɛ́
16860	Nanga	(e.g. metallic surface) shine, be shiny	ɛ́sɛ́	ɛ́ s ɛ́	206	ɛ́ s ɛ́
16861	PergeTegu	(e.g. metallic surface) shine, be shiny	kárⁿíyⁿ+ɛ́	k á rⁿ íyⁿ + ɛ́	200	k á rⁿ íyⁿ + ɛ́
16862	TogoKan	(e.g. metallic surface) shine, be shiny	dòór+ì	d ò ó r + ì	204	d ò ó r + ì
16863	TommoSoTongoTongo	(e.g. metallic surface) shine, be shiny	jàínd+ɛ́	j à í n d + ɛ́	209	j à í n d + ɛ́
16864	ToroTegu	(e.g. metallic surface) shine, be shiny	tél+ó	t é l + ó	199	t é l + ó
16865	YandaDom	(e.g. metallic surface) shine, be shiny	záy+nd+ɛ́	z áy + n d + ɛ́	211	z áy + n d + ɛ́
16866	YornoSo	(e.g. metallic surface) shine, be shiny	dòór+ó	d ò ó r + ó	204	d ò ó r + ó
15311	BankanTey	(e.g. stick) be dropped (by sb)	yàás+í+yé	y à á s + í + y é	216	y à á s + í + y é
15312	BenTey	(e.g. stick) be dropped (by sb)	yàɣ+á	y à ɣ + á	216	y - à ɣ + á - - -
15313	JamsayDouentza	(e.g. stick) be dropped (by sb)	bàɣ+á	b à ɣ + á	219	b à ɣ + á
15314	Mombo	(e.g. stick) be dropped (by sb)	dɔ́mb+úl+ɛ̀	d ɔ́ m b + ú l + ɛ̀	220	d ɔ́ m b + ú l + ɛ̀
15315	BonduSoNajamba	(e.g. stick) be dropped (by sb)	pór+dɛ̀ŋ+ɛ́	p ó r + d ɛ̀ ŋ + ɛ́	218	p ó r + d ɛ̀ ŋ + ɛ́
15316	Nanga	(e.g. stick) be dropped (by sb)	yɛ̀g+ɛ́	yɛ̀ g + ɛ́	221	yɛ̀ g + ɛ́
15317	PergeTegu	(e.g. stick) be dropped (by sb)	bàg+á	b à g + á	219	b à g + á
15318	TommoSoTongoTongo	(e.g. stick) be dropped (by sb)	ɛ́ll+í+yɛ́	ɛ́ ll + í + yɛ́	223	ɛ́ ll + í + yɛ́
15319	ToroTegu	(e.g. stick) be dropped (by sb)	lùw+ó	l ù w + ó	224	l ù w + ó
15320	YornoSo	(e.g. stick) be dropped (by sb)	bàg+á	b à g + á	219	b à g + á
9539	BankanTey	(imam) preach, give a sermon	wááj+ò+káŋ	w áá j + ò + k á ŋ	225	w áá j + ò + k á ŋ
9540	BenTey	(imam) preach, give a sermon	wááj+ɛ̀+wááj+ɛ́	w áá j + ɛ̀ + w áá j + ɛ́	226	w áá j + ɛ̀ + w áá j + ɛ́
9541	Bunoge	(imam) preach, give a sermon	wààj+ù+kán+ì	w àà j + ù + k á n + ì	228	w àà - j + ù + k á n + ì
9542	DogulDomBendiely	(imam) preach, give a sermon	wáj+è+kàn+ɛ́	w á j + è + k à n + ɛ́	228	w á - j + è + k à n + ɛ́
9543	DogulDomKundialang	(imam) preach, give a sermon	wáàj+kán+è	w á à j + k á n + è	230	w á à j + k á n + è
9544	DonnoSo	(imam) preach, give a sermon	wááj+ù+kán+à	w áá j + ù + k á n + à	228	w áá - j + ù + k á n + à
9545	JamsayGourou	(imam) preach, give a sermon	tírⁿíwⁿ+ɛ́	t í rⁿ í wⁿ + ɛ́	233	t í rⁿ í wⁿ + ɛ́
9546	JamsayDouentza	(imam) preach, give a sermon	wááj+ù+wááj+ɛ́	w áá j + ù + w áá j + ɛ́	226	w áá j + ù + w áá j + ɛ́
9547	BonduSoNajamba	(imam) preach, give a sermon	wááj+ù+wááj+ɛ́	w áá j + ù + w áá j + ɛ́	226	w áá j + ù + w áá j + ɛ́
9548	Nanga	(imam) preach, give a sermon	wááj+ɛ̀+wááj+í	w áá j + ɛ̀ + w áá j + í	226	w áá j + ɛ̀ + w áá j + í
9549	Penange	(imam) preach, give a sermon	wááj+í+kán	w áá j + í + k á n	228	w áá - j + í + k á n - -
9550	PergeTegu	(imam) preach, give a sermon	wááj+ɛ̀+wááj+ɛ́	w áá j + ɛ̀ + w áá j + ɛ́	226	w áá j + ɛ̀ + w áá j + ɛ́
9551	TebulUre	(imam) preach, give a sermon	wááj+ɛ́+wááj+ɛ́	w áá j + ɛ́ + w áá j + ɛ́	226	w áá j + ɛ́ + w áá j + ɛ́
9552	Tiranige	(imam) preach, give a sermon	wààj+í+kán+ú	w àà j + í + k á n + ú	228	w àà - j + í + k á n + ú
9553	TogoKan	(imam) preach, give a sermon	wááj+ú+wááj+ù	w áá j + ú + w áá j + ù	226	w áá j + ú + w áá j + ù
9554	TommoSoTongoTongo	(imam) preach, give a sermon	wáàj+ù+kán+á	w á à j + ù + k á n + á	228	w á à j + ù + k á n + á
9555	ToroTegu	(imam) preach, give a sermon	kárⁿ+á	k á rⁿ + á	241	k á rⁿ + á
9556	YornoSo	(imam) preach, give a sermon	wááj+ù+kún+ɔ́	w áá j + ù + k ú n + ɔ́	228	w áá - j + ù + k ú n + ɔ́
9557	YornoSo	(imam) preach, give a sermon	wááj+ù+tág+á	w áá j + ù + t á g + á	228	w áá - j + ù + t á g + á
7503	BenTey	(legs) be spread, be separated	gɔ̀mb+íííy+í	g ɔ̀ m b + íííy + í	242	g ɔ̀ m b + íííy + í
7504	DonnoSo	(legs) be spread, be separated	gɔ̌ɔ̌mb+ɔ̀	g ɔ̌ɔ̌ m b + ɔ̀	242	g ɔ̌ɔ̌ m b + ɔ̀ - -
7505	DonnoSo	(legs) be spread, be separated	gɔ̀mb+ɛ́+ɛ́	g ɔ̀ m b + ɛ́ + ɛ́	242	g ɔ̀ m b + ɛ́ + ɛ́
7506	Mombo	(legs) be spread, be separated	gɔ́mb+ɛ́	g ɔ́ m b + ɛ́	242	g ɔ́ m b + ɛ́ - -
7507	Nanga	(legs) be spread, be separated	gɔ̀mb+íííy+í	g ɔ̀ m b + íííy + í	242	g ɔ̀ m b + íííy + í
7508	TommoSoTongoTongo	(legs) be spread, be separated	wàn+ná	w à n + n á	246	w à n + n á
5797	BankanTey	(liquid) drip (one drop at a time)	ték+é	t é k + é	251	t é k + é
5798	BenTey	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5799	Bunoge	(liquid) drip (one drop at a time)	tɛ́g+ɛ̀	t ɛ́ g + ɛ̀	251	t ɛ́ g + ɛ̀
5800	DogulDomBendiely	(liquid) drip (one drop at a time)	tèn+é	t è n + é	251	t è n + é
5801	DogulDomKundialang	(liquid) drip (one drop at a time)	tén+è	t é n + è	251	t é n + è
5802	DonnoSo	(liquid) drip (one drop at a time)	tél+è	t é l + è	251	t é l + è
5803	JamsayGourou	(liquid) drip (one drop at a time)	sóm+ó	s ó m + ó	255	s ó m - + ó
5804	JamsayDouentza	(liquid) drip (one drop at a time)	lém+lémb+àɣ+á	l é m + l é m b + à ɣ + á	254	l é m + l é m b + à ɣ + á
5805	Mombo	(liquid) drip (one drop at a time)	sól+é	s ó l + é	256	s ó l + é
5806	BonduSoNajamba	(liquid) drip (one drop at a time)	tég+í	t é g + í	251	t é g + í
5807	Nanga	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5808	Penange	(liquid) drip (one drop at a time)	dég+é	d é g + é	251	d é g + é
5809	PergeTegu	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5810	TebulUre	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5811	Tiranige	(liquid) drip (one drop at a time)	dég+ó	d é g + ó	251	d é g + ó
5812	Tiranige	(liquid) drip (one drop at a time)	dèg+ú+dèg+ùkán+ú	d è g + ú + d è g + ù k á n + ú	267	d è g + ú + d è g + ù k á n + ú
5813	TogoKan	(liquid) drip (one drop at a time)	léw+é	l é w + é	262	l é w + é
5814	TogoKan	(liquid) drip (one drop at a time)	sór+ó	s ó r + ó	256	s ó r + ó
5815	TommoSoTongoTongo	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5816	ToroTegu	(liquid) drip (one drop at a time)	lék+ú+ró	l é k + ú + r ó	264	l é k + ú + r ó
5817	YandaDom	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
5818	YandaDom	(liquid) drip (one drop at a time)	sómb+ó	s ó m b + ó	255	s ó m b + ó
5819	YornoSo	(liquid) drip (one drop at a time)	tég+é	t é g + é	251	t é g + é
8954	BankanTey	(man's) sister	pòyâ+m	p ò y â + m	268	p ò y - â + m
8955	BenTey	(man's) sister	pòyàá	p ò y à á	268	p ò y à á - -
8956	DogulDomBendiely	(man's) sister	sáà	s á à	270	- - s á à -
8957	DogulDomKundialang	(man's) sister	sàáŋ	s à á ŋ	270	- - s à á ŋ
8958	DonnoSo	(man's) sister	sa᷈a᷈	s a᷈a᷈	270	- - s a᷈a᷈ - -
8959	DonnoSo	(man's) sister	yààsa᷈a᷈	y àà s a᷈a᷈	270	y àà s - a᷈a᷈ -
8960	JamsayDouentza	(man's) sister	yɛ̀sàá	yɛ̀ s à á	270	yɛ̀ - s à á -
8961	JamsayMondoro	(man's) sister	yɛ̀sàá	yɛ̀ s à á	270	yɛ̀ - s à á -
8962	TebulUre	(man's) sister	sá	s á	270	- - s á - -
8963	Tiranige	(man's) sister	bàà	b àà	276	b àà
8964	TommoSoTongoTongo	(man's) sister	sáá	s áá	270	- - s áá - -
8965	ToroTegu	(man's) sister	ísúyⁿá+rⁿú	í s úyⁿá + rⁿ ú	278	í s úyⁿá + rⁿ ú
8966	YandaDom	(man's) sister	sàà	s àà	270	- - s àà - -
8967	YornoSo	(man's) sister	yàsàá	y à s à á	270	y à s à á -
2951	BankanTey	(man) copulate with, fuck (woman)	gùm+ɔ́	g ù m + ɔ́	279	g ù m + ɔ́
2952	BenTey	(man) copulate with, fuck (woman)	gùwⁿ+ɔ́	g ù wⁿ + ɔ́	279	g ù wⁿ + ɔ́
2953	JamsayDouentza	(man) copulate with, fuck (woman)	sɛ́r+ɛ́	s ɛ́ r + ɛ́	282	s ɛ́ r + ɛ́
2954	Mombo	(man) copulate with, fuck (woman)	yɔ̀ɔ̀nd+òb+íyè	yɔ̀ɔ̀ n d + ò b + íy è	283	yɔ̀ɔ̀ n d + ò b + íy è
2955	BonduSoNajamba	(man) copulate with, fuck (woman)	gùm+ɛ́	g ù m + ɛ́	279	g ù m + ɛ́
2956	Nanga	(man) copulate with, fuck (woman)	gùm+ɔ́	g ù m + ɔ́	279	g ù m + ɔ́
2957	Penange	(man) copulate with, fuck (woman)	mɔ́r+ɛ́	m ɔ́ r + ɛ́	285	m ɔ́ r + ɛ́
2958	PergeTegu	(man) copulate with, fuck (woman)	sɛ́r+ɛ́	s ɛ́ r + ɛ́	282	s ɛ́ r + ɛ́
2959	TogoKan	(man) copulate with, fuck (woman)	nɔ̀ŋ+ú+nɔ́ɲ+ɔ́	n ɔ̀ ŋ + ú + n ɔ́ ɲ + ɔ́	287	n ɔ̀ ŋ + ú + n ɔ́ ɲ + ɔ́
2960	TommoSoTongoTongo	(man) copulate with, fuck (woman)	gùm+ɔ́	g ù m + ɔ́	279	g ù m + ɔ́
2961	TommoSoTongoTongo	(man) copulate with, fuck (woman)	kán+á	k á n + á	294	k á n + á
2962	TomoKanDiangassagou	(man) copulate with, fuck (woman)	ùbààb+í+rɛ́	ù b àà b + í + r ɛ́	289	ù b àà b + í + r ɛ́
2963	TomoKanSegue	(man) copulate with, fuck (woman)	ùbààb+ì+rɛ̀	ù b àà b + ì + r ɛ̀	289	ù b àà b + ì + r ɛ̀
2964	ToroTegu	(man) copulate with, fuck (woman)	sɛ́r+á	s ɛ́ r + á	282	s ɛ́ r + á
2965	YandaDom	(man) copulate with, fuck (woman)	gùm+ɔ́	g ù m + ɔ́	279	g ù m + ɔ́
2966	YornoSo	(man) copulate with, fuck (woman)	ɔ́gɔ́	ɔ́ g ɔ́	293	ɔ́ g ɔ́
9792	BankanTey	(man) marry (woman)	sér+é	s é r + é	295	s é r + é
9793	BankanTey	(man) marry (woman)	z+ɛ́	z + ɛ́	296	z + ɛ́
9794	BenTey	(man) marry (woman)	j+ɛ̌	j + ɛ̌	296	j + ɛ̌
9795	Bunoge	(man) marry (woman)	kél+dè	k é l + d è	298	k é l + d è
9796	DogulDomKundialang	(man) marry (woman)	ɛ́yy+ɛ̀	ɛ́yy + ɛ̀	299	ɛ́yy + ɛ̀
9797	DonnoSo	(man) marry (woman)	jɛ́ɛ̀	j ɛ́ɛ̀	300	j ɛ́ɛ̀ - -
9798	JamsayGourou	(man) marry (woman)	zɛ́+ɛ́	z ɛ́ + ɛ́	300	z ɛ́ + ɛ́
9799	JamsayDouentza	(man) marry (woman)	jɛ̌+ɛ̌	j ɛ̌ + ɛ̌	300	j ɛ̌ + ɛ̌
9800	JamsayDouentza	(man) marry (woman)	tán+á+ŋá	t á n + á + ŋ á	316	t á n + á + ŋ á
9801	JamsayMondoro	(man) marry (woman)	jɛ̌+ɛ̌	j ɛ̌ + ɛ̌	300	j ɛ̌ + ɛ̌
9802	Mombo	(man) marry (woman)	yɔ̂ɔ̂k+é+dd+è	yɔ̂ɔ̂ k + é + dd + è	304	yɔ̂ɔ̂ k + é + dd + è
9803	BonduSoNajamba	(man) marry (woman)	j+ɛ́	j + ɛ́	296	j + ɛ́
9804	Nanga	(man) marry (woman)	jɛ̌+ɛ̌	j ɛ̌ + ɛ̌	300	j ɛ̌ + ɛ̌
9805	Penange	(man) marry (woman)	kél+dè	k é l + d è	298	k é l + d è
9806	PergeTegu	(man) marry (woman)	jɛ́+ɛ́	j ɛ́ + ɛ́	300	j ɛ́ + ɛ́
9807	TebulUre	(man) marry (woman)	z+ɛ̌	z + ɛ̌	296	z + ɛ̌
9808	Tiranige	(man) marry (woman)	tál+á+m�ú	t á l + á + m � ú	309	t á l + á + m � ú
9809	TogoKan	(man) marry (woman)	ɲàŋ+á	ɲ à ŋ + á	310	ɲ à ŋ + á
9810	TogoKan	(man) marry (woman)	jɛ̌+ɛ̌	j ɛ̌ + ɛ̌	300	j ɛ̌ + ɛ̌
9811	TommoSoTongoTongo	(man) marry (woman)	yààn+á+jɛ̀	y àà n + á + j ɛ̀	311	y àà n + á + j ɛ̀
9812	TommoSoTongoTongo	(man) marry (woman)	ɛ́ɛ+�ⁿ	ɛ́ɛ + �ⁿ	299	ɛ́ɛ + �ⁿ
9813	ToroTegu	(man) marry (woman)	dàg+á	d à g + á	312	d à g + á
9814	YandaDom	(man) marry (woman)	zìy+ɛ́	z ì y + ɛ́	313	z ì y + ɛ́
9815	YornoSo	(man) marry (woman)	jɛ̌+ɛ̌	j ɛ̌ + ɛ̌	300	j ɛ̌ + ɛ̌
4807	BankanTey	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4808	BenTey	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4809	Bunoge	(meal) be cooked, be done	bíl+ɛ̀	b í l + ɛ̀	320	b í l + ɛ̀
4810	DogulDomKundialang	(meal) be cooked, be done	íl+ɛ̀	í l + ɛ̀	317	- í l + ɛ̀
4811	DonnoSo	(meal) be cooked, be done	íl+ɛ̀	í l + ɛ̀	317	- í l + ɛ̀
4812	JamsayDouentza	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4813	Mombo	(meal) be cooked, be done	wúl+ɛ́	w ú l + ɛ́	320	w ú l + ɛ́
4814	BonduSoNajamba	(meal) be cooked, be done	íl+ɛ́	í l + ɛ́	317	- í l + ɛ́
4815	Nanga	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4816	Penange	(meal) be cooked, be done	bɔ́r+ɛ́	b ɔ́ r + ɛ́	326	b ɔ́ r + ɛ́
4817	PergeTegu	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4818	TebulUre	(meal) be cooked, be done	íl+ɛ́	í l + ɛ́	317	- í l + ɛ́
4819	Tiranige	(meal) be cooked, be done	íl+ɔ́	í l + ɔ́	317	- í l + ɔ́
4820	TogoKan	(meal) be cooked, be done	ír+ɛ́	í r + ɛ́	317	- í r + ɛ́
4821	TommoSoTongoTongo	(meal) be cooked, be done	íl+ɛ́	í l + ɛ́	317	- í l + ɛ́
4822	ToroTegu	(meal) be cooked, be done	írúdàŋ+�	í r ú d à ŋ + �	332	í r ú d à ŋ + �
4823	YandaDom	(meal) be cooked, be done	ʔə́l+ɛ́	ʔ ə́ l + ɛ́	317	ʔ ə́ l + ɛ́
4824	YornoSo	(meal) be cooked, be done	íl+ɛ́	í l + ɛ́	317	- í l + ɛ́
14588	BankanTey	(modern) bed	líì	l í ì	341	l í ì
14589	BenTey	(modern) bed	líì	l í ì	341	l í ì
14590	DonnoSo	(modern) bed	líì	l í ì	341	l í ì
14591	JamsayDouentza	(modern) bed	lìí	l ì í	341	l ì í
14592	Mombo	(modern) bed	dúlú	d ú l ú	338	d ú l ú
14593	BonduSoNajamba	(modern) bed	dílá+n	d í l á + n	335	d í l á + n
14594	Nanga	(modern) bed	líì	l í ì	341	l í ì
14595	PergeTegu	(modern) bed	téélú	t éé l ú	338	t éé l ú
14596	Tiranige	(modern) bed	líí	l íí	341	l íí -
14597	TogoKan	(modern) bed	líí	l íí	341	l íí -
14598	TommoSoTongoTongo	(modern) bed	líí	l íí	341	l íí -
14599	YandaDom	(modern) bed	bìyè	b ì y è	344	b ì y è
14600	YornoSo	(modern) bed	líì	l í ì	341	l í ì
10069	JamsayDouentza	(modern) weaponry, armaments	lár+vêl	l á r + v ê l	345	l á r + v ê l
10070	Mombo	(modern) weaponry, armaments	kɔ̀+mbɔ̀+gó+lé+gè	k ɔ̀ + m b ɔ̀ + g ó + l é + g è	346	k ɔ̀ + m b ɔ̀ + g ó + l é + g è
10071	TogoKan	(modern) weaponry, armaments	kɔ̀mɔ̀+gɛ́rⁿíí	k ɔ̀ m ɔ̀ + g ɛ́ rⁿ íí	347	k ɔ̀ m ɔ̀ + g ɛ́ rⁿ íí
10072	TommoSoTongoTongo	(modern) weaponry, armaments	màl+fàkɔ̀+mbɔ̀+tǎy	m à l + f à k ɔ̀ + m b ɔ̀ + t ǎ y	348	m à l + f à k ɔ̀ + m b ɔ̀ + t ǎ y
10073	YornoSo	(modern) weaponry, armaments	kɔ̀mɔ̀+gɛ́n	k ɔ̀ m ɔ̀ + g ɛ́ n	347	k ɔ̀ m ɔ̀ + g ɛ́ n -
16444	BankanTey	(objects) in rows (adverb)	pɔ̀r+rɔ̌y+pɔ̀r+rɔ̌y	p ɔ̀ r + r ɔ̌y + p ɔ̀ r + r ɔ̌y	349	p ɔ̀ r + r ɔ̌y + p ɔ̀ r + r ɔ̌y
16445	Mombo	(objects) in rows (adverb)	yɛ́g+ɛ́+gɛ́g+ɛ́	yɛ́ g + ɛ́ + g ɛ́ g + ɛ́	350	yɛ́ g + ɛ́ + g ɛ́ g + ɛ́
16446	TommoSoTongoTongo	(objects) in rows (adverb)	dímb+úm+ɛ́dìm+bùm+ɛ̀	d í m b + ú m + ɛ́ d ì m + b ù m + ɛ̀	351	d í m b + ú m + ɛ́ d ì m + b ù m + ɛ̀
16447	YornoSo	(objects) in rows (adverb)	sɔ̀r+ɔ́+dɔ́d+ɔ́	s ɔ̀ r + ɔ́ + d ɔ́ d + ɔ́	352	s ɔ̀ r + ɔ́ + d ɔ́ d + ɔ́
10051	BankanTey	(rifle) fire, discharge, go off	tá	t á	353	t á - - - - -
10052	BenTey	(rifle) fire, discharge, go off	ínj+í+rí	í n j + í + r í	354	í n j + í + r í
10053	DogulDomKundialang	(rifle) fire, discharge, go off	táy+yè	t áy + y è	353	t áy + y è - -
10054	DonnoSo	(rifle) fire, discharge, go off	táy+yɛ̀+ɛ̀	t áy + yɛ̀ + ɛ̀	353	t áy + yɛ̀ - + ɛ̀
10055	JamsayDouentza	(rifle) fire, discharge, go off	úóúrⁿ+ó	ú ó ú rⁿ + ó	358	ú ó ú rⁿ + ó
10056	Mombo	(rifle) fire, discharge, go off	lóónd+èg+wé+é	l óó n d + è g + w é + é	359	l óó n d + è g + w é + é
10057	Mombo	(rifle) fire, discharge, go off	táy+é	t áy + é	353	t áy + é - - -
10058	BonduSoNajamba	(rifle) fire, discharge, go off	bɛ̀l+í+yɛ́	b ɛ̀ l + í + yɛ́	355	b ɛ̀ l + í + yɛ́
10059	Nanga	(rifle) fire, discharge, go off	táŋ+í	t á ŋ + í	360	t á ŋ - + í
10060	Nanga	(rifle) fire, discharge, go off	íríy+í	í r íy + í	369	í r íy + í
10061	PergeTegu	(rifle) fire, discharge, go off	táŋg+á	t á ŋ g + á	360	t á ŋ g + á
10062	TebulUre	(rifle) fire, discharge, go off	pé+é	p é + é	362	p é + é
10063	TogoKan	(rifle) fire, discharge, go off	sál+á	s á l + á	363	s á l + á
